sra,sample_id,species,family,tissue,stress,bioproject
SRR8894260,G_hirsutum_062,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894259,G_hirsutum_062,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894258,G_hirsutum_062,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894243,G_hirsutum_063,G_hirsutum,Malvaceae,seedling,healthy, PRJNA532694
SRR8894245,G_hirsutum_063,G_hirsutum,Malvaceae,seedling,healthy, PRJNA532694
SRR8894246,G_hirsutum_063,G_hirsutum,Malvaceae,seedling,healthy, PRJNA532694
SRR8894263,G_hirsutum_064,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894264,G_hirsutum_064,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894265,G_hirsutum_064,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894262,G_hirsutum_065,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894267,G_hirsutum_065,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894268,G_hirsutum_065,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894239,G_hirsutum_066,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894241,G_hirsutum_066,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894270,G_hirsutum_066,G_hirsutum,Malvaceae,seedling,salt, PRJNA532694
SRR8894236,G_hirsutum_067,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894238,G_hirsutum_067,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894271,G_hirsutum_067,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894227,G_hirsutum_068,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894252,G_hirsutum_068,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894257,G_hirsutum_068,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894253,G_hirsutum_069,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894266,G_hirsutum_069,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894269,G_hirsutum_069,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894226,G_hirsutum_070,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894237,G_hirsutum_070,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894249,G_hirsutum_070,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894251,G_hirsutum_071,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894254,G_hirsutum_071,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894256,G_hirsutum_071,G_hirsutum,Malvaceae,seedling,other, PRJNA532694
SRR8894240,G_hirsutum_072,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894247,G_hirsutum_072,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894248,G_hirsutum_072,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894230,G_hirsutum_073,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894231,G_hirsutum_073,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894242,G_hirsutum_073,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894228,G_hirsutum_074,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894229,G_hirsutum_074,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894234,G_hirsutum_074,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894244,G_hirsutum_075,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894250,G_hirsutum_075,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894255,G_hirsutum_075,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894232,G_hirsutum_076,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894233,G_hirsutum_076,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR8894235,G_hirsutum_076,G_hirsutum,Malvaceae,root,biotic, PRJNA532694
SRR1268082,G_max_001,G_max,Fabaceae,root,healthy, PRJNA246058
SRR1268083,G_max_001,G_max,Fabaceae,root,healthy, PRJNA246058
SRR1268084,G_max_001,G_max,Fabaceae,root,healthy, PRJNA246058
SRR1268085,G_max_002,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268086,G_max_002,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268087,G_max_002,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268088,G_max_003,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268089,G_max_003,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268090,G_max_003,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268091,G_max_004,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268092,G_max_004,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268093,G_max_004,G_max,Fabaceae,root,drought, PRJNA246058
SRR1268094,G_max_005,G_max,Fabaceae,root,salt, PRJNA246058
SRR1268095,G_max_005,G_max,Fabaceae,root,salt, PRJNA246058
SRR1268096,G_max_005,G_max,Fabaceae,root,salt, PRJNA246058
SRR1268097,G_max_006,G_max,Fabaceae,root,salt, PRJNA246058
SRR1268098,G_max_006,G_max,Fabaceae,root,salt, PRJNA246058
SRR1268099,G_max_006,G_max,Fabaceae,root,salt, PRJNA246058
SRR1268100,G_max_007,G_max,Fabaceae,root,salt, PRJNA246058
SRR1268101,G_max_007,G_max,Fabaceae,root,salt, PRJNA246058
SRR1268102,G_max_007,G_max,Fabaceae,root,salt, PRJNA246058
SRR2048167,G_max_008,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048168,G_max_008,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048169,G_max_008,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048170,G_max_009,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048171,G_max_009,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048172,G_max_009,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048173,G_max_010,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048174,G_max_010,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048175,G_max_010,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048176,G_max_011,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048177,G_max_011,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048178,G_max_011,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048191,G_max_012,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048192,G_max_012,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048193,G_max_012,G_max,Fabaceae,leaf,drought, PRJNA285677
SRR2048194,G_max_013,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048195,G_max_013,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048196,G_max_013,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048197,G_max_014,G_max,Fabaceae,leaf,drought,NA
SRR2048198,G_max_014,G_max,Fabaceae,leaf,drought,NA
SRR2048199,G_max_014,G_max,Fabaceae,leaf,drought,NA
SRR2048200,G_max_015,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048201,G_max_015,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR2048202,G_max_015,G_max,Fabaceae,leaf,healthy, PRJNA285677
SRR7601335,G_max_016,G_max,Fabaceae,leaf,healthy, PRJNA482945
SRR7601336,G_max_016,G_max,Fabaceae,leaf,healthy, PRJNA482945
SRR7601337,G_max_016,G_max,Fabaceae,leaf,healthy, PRJNA482945
SRR7601338,G_max_017,G_max,Fabaceae,leaf,cold, PRJNA482945
SRR7601339,G_max_017,G_max,Fabaceae,leaf,cold, PRJNA482945
SRR7601340,G_max_017,G_max,Fabaceae,leaf,cold, PRJNA482945
SRR7601341,G_max_018,G_max,Fabaceae,leaf,cold, PRJNA482945
SRR7601342,G_max_018,G_max,Fabaceae,leaf,cold, PRJNA482945
SRR7601343,G_max_018,G_max,Fabaceae,leaf,cold, PRJNA482945
SRR1174206,G_max_019,G_max,Fabaceae,leaf,healthy, PRJNA238493
SRR1174226,G_max_019,G_max,Fabaceae,leaf,healthy, PRJNA238493
SRR1174229,G_max_019,G_max,Fabaceae,leaf,healthy, PRJNA238493
SRR1174205,G_max_020,G_max,Fabaceae,root,healthy, PRJNA238493
SRR1174231,G_max_020,G_max,Fabaceae,stem,healthy, PRJNA238493
SRR1174217,G_max_020,G_max,Fabaceae,flower,healthy, PRJNA238493
SRR1174218,G_max_021,G_max,Fabaceae,flower,healthy, PRJNA238493
SRR1174219,G_max_021,G_max,Fabaceae,flower,healthy, PRJNA238493
SRR1174220,G_max_021,G_max,Fabaceae,flower,healthy, PRJNA238493
SRR1174232,G_max_022,G_max,Fabaceae,flower,healthy, PRJNA238493
SRR1174207,G_max_022,G_max,Fabaceae,seed,healthy, PRJNA238493
SRR1174208,G_max_022,G_max,Fabaceae,seed,healthy, PRJNA238493
SRR1174222,G_max_023,G_max,Fabaceae,seed,healthy, PRJNA238493
SRR1174225,G_max_023,G_max,Fabaceae,seed,healthy, PRJNA238493
SRR1174233,G_max_023,G_max,Fabaceae,seed,healthy, PRJNA238493
SRR1174221,G_max_024,G_max,Fabaceae,fruit,healthy, PRJNA238493
SRR1174223,G_max_024,G_max,Fabaceae,fruit,healthy, PRJNA238493
SRR1174224,G_max_024,G_max,Fabaceae,fruit,healthy, PRJNA238493
SRR9680570,G_raimondii_001,G_raimondii,Malvaceae,leaf,cold,NA
SRR9680571,G_raimondii_001,G_raimondii,Malvaceae,leaf,cold,NA
SRR9680572,G_raimondii_002,G_raimondii,Malvaceae,leaf,healthy,NA
SRR9680573,G_raimondii_002,G_raimondii,Malvaceae,leaf,healthy,NA
SRR9680574,G_raimondii_003,G_raimondii,Malvaceae,leaf,healthy,NA
SRR9680575,G_raimondii_003,G_raimondii,Malvaceae,leaf,healthy,NA
SRR9680576,G_raimondii_004,G_raimondii,Malvaceae,leaf,salt,NA
SRR9680577,G_raimondii_004,G_raimondii,Malvaceae,leaf,salt,NA
SRR9680578,G_raimondii_005,G_raimondii,Malvaceae,leaf,healthy,NA
SRR9680579,G_raimondii_005,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8878508,G_raimondii_006,G_raimondii,Malvaceae,leaf,light,NA
SRR8878526,G_raimondii_006,G_raimondii,Malvaceae,leaf,light,NA
SRR8878818,G_raimondii_006,G_raimondii,Malvaceae,leaf,light,NA
SRR8878511,G_raimondii_007,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8878512,G_raimondii_007,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8878517,G_raimondii_007,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8878533,G_raimondii_008,G_raimondii,Malvaceae,stem,healthy,NA
SRR8878534,G_raimondii_008,G_raimondii,Malvaceae,stem,healthy,NA
SRR8878562,G_raimondii_009,G_raimondii,Malvaceae,flower,healthy,NA
SRR8878564,G_raimondii_009,G_raimondii,Malvaceae,flower,healthy,NA
SRR8878565,G_raimondii_009,G_raimondii,Malvaceae,flower,healthy,NA
SRR8878659,G_raimondii_010,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8878660,G_raimondii_010,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8878661,G_raimondii_010,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8878663,G_raimondii_011,G_raimondii,Malvaceae,leaf,light,NA
SRR8878666,G_raimondii_011,G_raimondii,Malvaceae,leaf,light,NA
SRR8878734,G_raimondii_011,G_raimondii,Malvaceae,leaf,light,NA
SRR8878720,G_raimondii_012,G_raimondii,Malvaceae,stem,healthy,NA
SRR8878721,G_raimondii_012,G_raimondii,Malvaceae,stem,healthy,NA
SRR8878723,G_raimondii_012,G_raimondii,Malvaceae,stem,healthy,NA
SRR8878730,G_raimondii_013,G_raimondii,Malvaceae,stem,healthy,NA
SRR8878745,G_raimondii_014,G_raimondii,Malvaceae,other,healthy,NA
SRR8878752,G_raimondii_014,G_raimondii,Malvaceae,other,healthy,NA
SRR8878792,G_raimondii_015,G_raimondii,Malvaceae,flower,healthy,NA
SRR8878799,G_raimondii_015,G_raimondii,Malvaceae,flower,healthy,NA
SRR8878800,G_raimondii_015,G_raimondii,Malvaceae,flower,healthy,NA
SRR8267553,G_raimondii_016,G_raimondii,Malvaceae,root,healthy,NA
SRR8267554,G_raimondii_016,G_raimondii,Malvaceae,root,healthy,NA
SRR8267555,G_raimondii_016,G_raimondii,Malvaceae,root,healthy,NA
SRR8267556,G_raimondii_017,G_raimondii,Malvaceae,stem,healthy,NA
SRR8267557,G_raimondii_017,G_raimondii,Malvaceae,stem,healthy,NA
SRR8267558,G_raimondii_017,G_raimondii,Malvaceae,stem,healthy,NA
SRR8267559,G_raimondii_018,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8267560,G_raimondii_018,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8267561,G_raimondii_018,G_raimondii,Malvaceae,leaf,healthy,NA
SRR8267562,G_raimondii_019,G_raimondii,Malvaceae,root,biotic,NA
SRR8267563,G_raimondii_019,G_raimondii,Malvaceae,root,biotic,NA
SRR8267564,G_raimondii_019,G_raimondii,Malvaceae,root,biotic,NA
SRR8267565,G_raimondii_020,G_raimondii,Malvaceae,stem,biotic,NA
SRR8267566,G_raimondii_020,G_raimondii,Malvaceae,stem,biotic,NA
SRR8267567,G_raimondii_020,G_raimondii,Malvaceae,stem,biotic,NA
SRR8267568,G_raimondii_021,G_raimondii,Malvaceae,leaf,biotic,NA
SRR8267569,G_raimondii_021,G_raimondii,Malvaceae,leaf,biotic,NA
SRR8267570,G_raimondii_021,G_raimondii,Malvaceae,leaf,biotic,NA
SRR8267571,G_raimondii_022,G_raimondii,Malvaceae,root,biotic,NA
SRR8267572,G_raimondii_022,G_raimondii,Malvaceae,root,biotic,NA
SRR8267573,G_raimondii_022,G_raimondii,Malvaceae,root,biotic,NA
SRR8267574,G_raimondii_023,G_raimondii,Malvaceae,stem,biotic,NA
SRR8267575,G_raimondii_023,G_raimondii,Malvaceae,stem,biotic,NA
SRR8267576,G_raimondii_023,G_raimondii,Malvaceae,stem,biotic,NA
SRR8267577,G_raimondii_024,G_raimondii,Malvaceae,leaf,biotic,NA
SRR8267578,G_raimondii_024,G_raimondii,Malvaceae,leaf,biotic,NA
SRR8267579,G_raimondii_024,G_raimondii,Malvaceae,leaf,biotic,NA
SRR530667,G_raimondii_025,G_raimondii,Malvaceae,leaf,healthy,NA
SRR530668,G_raimondii_025,G_raimondii,Malvaceae,leaf,healthy,NA
SRR530669,G_raimondii_025,G_raimondii,Malvaceae,leaf,healthy,NA
SRR389181,G_raimondii_026,G_raimondii,Malvaceae,other,healthy,NA
SRR389182,G_raimondii_027,G_raimondii,Malvaceae,other,healthy,NA
SRR389183,G_raimondii_028,G_raimondii,Malvaceae,leaf,healthy,NA
SRR203240,G_raimondii_029,G_raimondii,Malvaceae,other,healthy,NA
SRR203250,G_raimondii_030,G_raimondii,Malvaceae,other,healthy,NA
SRR391534,G_raimondii_031,G_raimondii,Malvaceae,other,healthy,NA
SRR4996791,H_annuus_001,H_annuus,Asteraceae,leaf,other, 
SRR4996792,H_annuus_002,H_annuus,Asteraceae,leaf,healthy, 
SRR4996793,H_annuus_003,H_annuus,Asteraceae,leaf,drought, 
SRR4996796,H_annuus_004,H_annuus,Asteraceae,leaf,other, 
SRR4996802,H_annuus_005,H_annuus,Asteraceae,leaf,drought, 
SRR4996804,H_annuus_006,H_annuus,Asteraceae,leaf,drought, 
SRR4996810,H_annuus_007,H_annuus,Asteraceae,leaf,drought, 
SRR4996813,H_annuus_008,H_annuus,Asteraceae,leaf,drought, 
SRR4996824,H_annuus_009,H_annuus,Asteraceae,leaf,drought, 
SRR4996825,H_annuus_010,H_annuus,Asteraceae,leaf,drought, 
SRR4996795,H_annuus_011,H_annuus,Asteraceae,leaf,other, 
SRR4996794,H_annuus_012,H_annuus,Asteraceae,leaf,other, 
SRR4996797,H_annuus_013,H_annuus,Asteraceae,leaf,other, 
