sra,sample_id,species,family,tissue,stress,bioproject
ERR2097049,S_bicolor_020,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097050,S_bicolor_020,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097051,S_bicolor_020,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097052,S_bicolor_020,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097038,S_bicolor_020,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097053,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097054,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097055,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097056,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097057,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097058,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097059,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097060,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097061,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097062,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097063,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097064,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097065,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097066,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
ERR2097067,S_bicolor_021,S_bicolor,Poaceae,seed,healthy, PRJEB22168
SRR786524,S_lycopersicum_000,S_lycopersicum,Solanaceae,leaf,healthy, PRJNA192978
SRR786525,S_lycopersicum_001,S_lycopersicum,Solanaceae,leaf,healthy, PRJNA192978
SRR786540,S_lycopersicum_002,S_lycopersicum,Solanaceae,leaf,healthy, PRJNA192978
SRR786541,S_lycopersicum_003,S_lycopersicum,Solanaceae,leaf,healthy, PRJNA192978
SRR786542,S_lycopersicum_004,S_lycopersicum,Solanaceae,leaf,healthy, PRJNA192978
SRR786508,S_lycopersicum_005,S_lycopersicum,Solanaceae,seed,healthy, PRJNA192978
SRR786509,S_lycopersicum_006,S_lycopersicum,Solanaceae,seed,healthy, PRJNA192978
SRR786507,S_lycopersicum_007,S_lycopersicum,Solanaceae,seed,healthy, PRJNA192978
SRR786547,S_lycopersicum_008,S_lycopersicum,Solanaceae,stem,healthy, PRJNA192978
SRR786548,S_lycopersicum_009,S_lycopersicum,Solanaceae,stem,healthy, PRJNA192978
SRR786526,S_lycopersicum_010,S_lycopersicum,Solanaceae,root,healthy, PRJNA192978
SRR786527,S_lycopersicum_011,S_lycopersicum,Solanaceae,root,healthy, PRJNA192978
SRR786543,S_lycopersicum_012,S_lycopersicum,Solanaceae,root,healthy, PRJNA192978
SRR786544,S_lycopersicum_013,S_lycopersicum,Solanaceae,root,healthy, PRJNA192978
SRR786535,S_lycopersicum_014,S_lycopersicum,Solanaceae,flower,healthy, PRJNA192978
SRR786536,S_lycopersicum_015,S_lycopersicum,Solanaceae,flower,healthy, PRJNA192978
SRR786537,S_lycopersicum_016,S_lycopersicum,Solanaceae,flower,healthy, PRJNA192978
SRR786522,S_lycopersicum_017,S_lycopersicum,Solanaceae,fruit,healthy, PRJNA192978
SRR786523,S_lycopersicum_018,S_lycopersicum,Solanaceae,fruit,healthy, PRJNA192978
SRR786538,S_lycopersicum_019,S_lycopersicum,Solanaceae,fruit,healthy, PRJNA192978
SRR786539,S_lycopersicum_020,S_lycopersicum,Solanaceae,fruit,healthy, PRJNA192978
SRR7652563,S_lycopersicum_021,S_lycopersicum,Solanaceae,leaf,drought, PRJNA484882
SRR7652568,S_lycopersicum_022,S_lycopersicum,Solanaceae,leaf,drought, PRJNA484882
SRR7652569,S_lycopersicum_023,S_lycopersicum,Solanaceae,leaf,drought, PRJNA484882
SRR7652564,S_lycopersicum_024,S_lycopersicum,Solanaceae,leaf,cold, PRJNA484882
SRR7652570,S_lycopersicum_025,S_lycopersicum,Solanaceae,leaf,cold, PRJNA484882
SRR7652571,S_lycopersicum_026,S_lycopersicum,Solanaceae,leaf,cold, PRJNA484882
SRR8736644,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736653,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736652,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736633,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736631,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736630,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736627,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736626,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736636,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736637,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736632,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736635,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736634,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736629,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR8736628,S_melongena_001,S_melongena,Solanaceae,leaf,healthy, PRJNA526115
SRR3884597,S_melongena_002,S_melongena,Solanaceae,stem,healthy, PRJNA328564
SRR3884608,S_melongena_003,S_melongena,Solanaceae,leaf,healthy, PRJNA328564
SRR3884620,S_melongena_004,S_melongena,Solanaceae,stem,healthy, PRJNA328564
SRR3884631,S_melongena_005,S_melongena,Solanaceae,stem,healthy, PRJNA328564
SRR3884642,S_melongena_006,S_melongena,Solanaceae,root,healthy, PRJNA328564
SRR3884653,S_melongena_007,S_melongena,Solanaceae,leaf,healthy, PRJNA328564
SRR3884664,S_melongena_008,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884677,S_melongena_009,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884678,S_melongena_010,S_melongena,Solanaceae,flower,healthy, PRJNA328564
SRR3884679,S_melongena_011,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884680,S_melongena_012,S_melongena,Solanaceae,leaf,healthy, PRJNA328564
SRR3884681,S_melongena_013,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884682,S_melongena_014,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884684,S_melongena_015,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884685,S_melongena_016,S_melongena,Solanaceae,flower,healthy, PRJNA328564
SRR3884689,S_melongena_017,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884686,S_melongena_018,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884687,S_melongena_019,S_melongena,Solanaceae,fruit,healthy, PRJNA328564
SRR3884690,S_melongena_020,S_melongena,Solanaceae,root,biotic, PRJNA328564
SRR1104129,S_melongena_021,S_melongena,Solanaceae,other,healthy, PRJNA233637
SRR5650714,S_melongena_022,S_melongena,Solanaceae,fruit,healthy, PRJNA389395
SRR5651526,S_melongena_023,S_melongena,Solanaceae,fruit,healthy, PRJNA389528
SRR5658205,S_melongena_024,S_melongena,Solanaceae,fruit,healthy, PRJNA389607
SRR5658226,S_melongena_025,S_melongena,Solanaceae,fruit,healthy, PRJNA389608
SRR12198798,S_melongena_026,S_melongena,Solanaceae,leaf,heat, PRJNA613773
SRR12198797,S_melongena_027,S_melongena,Solanaceae,leaf,heat, PRJNA613773
SRR12198796,S_melongena_028,S_melongena,Solanaceae,leaf,heat, PRJNA613773
SRR6431642,S_melongena_029,S_melongena,Solanaceae,leaf,healthy, PRJNA427876
SRR6431643,S_melongena_029,S_melongena,Solanaceae,leaf,healthy, PRJNA427876
SRR7444634,S_melongena_030,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444640,S_melongena_030,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444641,S_melongena_030,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444642,S_melongena_030,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444643,S_melongena_030,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444655,S_melongena_030,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444635,S_melongena_031,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444636,S_melongena_031,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444637,S_melongena_031,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444654,S_melongena_031,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444656,S_melongena_031,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444657,S_melongena_031,S_melongena,Solanaceae,leaf,salt, PRJNA477924
SRR7444644,S_melongena_032,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444645,S_melongena_032,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444646,S_melongena_032,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444650,S_melongena_032,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444651,S_melongena_032,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444652,S_melongena_032,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444647,S_melongena_033,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444648,S_melongena_033,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444649,S_melongena_033,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444638,S_melongena_033,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444639,S_melongena_033,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR7444653,S_melongena_033,S_melongena,Solanaceae,root,salt, PRJNA477924
SRR122108,S_tuberosum_000,S_tuberosum,Solanaceae,stem,healthy, PRJNA63145
SRR124130,S_tuberosum_000,S_tuberosum,Solanaceae,stem,healthy, PRJNA63145
SRR122109,S_tuberosum_001,S_tuberosum,Solanaceae,other,healthy, PRJNA63145
SRR122114,S_tuberosum_001,S_tuberosum,Solanaceae,other,healthy, PRJNA63145
SRR122136,S_tuberosum_001,S_tuberosum,Solanaceae,other,healthy, PRJNA63145
SRR122110,S_tuberosum_002,S_tuberosum,Solanaceae,fruit,healthy, PRJNA63145
SRR122111,S_tuberosum_003,S_tuberosum,Solanaceae,flower,healthy, PRJNA63145
SRR122112,S_tuberosum_004,S_tuberosum,Solanaceae,seedling,healthy, PRJNA63145
SRR122133,S_tuberosum_004,S_tuberosum,Solanaceae,seedling,healthy, PRJNA63145
SRR122113,S_tuberosum_005,S_tuberosum,Solanaceae,other,healthy, PRJNA63145
SRR122123,S_tuberosum_005,S_tuberosum,Solanaceae,other,healthy, PRJNA63145
SRR122115,S_tuberosum_006,S_tuberosum,Solanaceae,seedling,heat, PRJNA63145
SRR122116,S_tuberosum_007,S_tuberosum,Solanaceae,leaf,biotic, PRJNA63145
SRR122117,S_tuberosum_008,S_tuberosum,Solanaceae,seedling,other, PRJNA63145
SRR122118,S_tuberosum_009,S_tuberosum,Solanaceae,root,healthy, PRJNA63145
SRR122122,S_tuberosum_009,S_tuberosum,Solanaceae,root,healthy, PRJNA63145
SRR122119,S_tuberosum_010,S_tuberosum,Solanaceae,seedling,other, PRJNA63145
SRR122120,S_tuberosum_011,S_tuberosum,Solanaceae,seedling,salt, PRJNA63145
SRR122121,S_tuberosum_012,S_tuberosum,Solanaceae,flower,healthy, PRJNA63145
SRR122124,S_tuberosum_013,S_tuberosum,Solanaceae,flower,healthy, PRJNA63145
SRR124131,S_tuberosum_013,S_tuberosum,Solanaceae,flower,healthy, PRJNA63145
SRR122125,S_tuberosum_014,S_tuberosum,Solanaceae,leaf,biotic, PRJNA63145
SRR122126,S_tuberosum_015,S_tuberosum,Solanaceae,seedling,healthy, PRJNA63145
SRR122127,S_tuberosum_016,S_tuberosum,Solanaceae,fruit,healthy, PRJNA63145
SRR122128,S_tuberosum_017,S_tuberosum,Solanaceae,seedling,other, PRJNA63145
SRR122129,S_tuberosum_018,S_tuberosum,Solanaceae,leaf,other, PRJNA63145
SRR122134,S_tuberosum_018,S_tuberosum,Solanaceae,leaf,other, PRJNA63145
SRR122130,S_tuberosum_019,S_tuberosum,Solanaceae,stem,healthy, PRJNA63145
SRR122139,S_tuberosum_019,S_tuberosum,Solanaceae,stem,healthy, PRJNA63145
SRR122131,S_tuberosum_020,S_tuberosum,Solanaceae,seedling,healthy, PRJNA63145
SRR122132,S_tuberosum_021,S_tuberosum,Solanaceae,fruit,healthy, PRJNA63145
SRR122135,S_tuberosum_022,S_tuberosum,Solanaceae,leaf,biotic, PRJNA63145
SRR122137,S_tuberosum_023,S_tuberosum,Solanaceae,flower,healthy, PRJNA63145
SRR122138,S_tuberosum_024,S_tuberosum,Solanaceae,seedling,other, PRJNA63145
SRR122140,S_tuberosum_025,S_tuberosum,Solanaceae,leaf,healthy, PRJNA63145
SRR124121,S_tuberosum_026,S_tuberosum,Solanaceae,seedling,other, PRJNA63145
SRR124126,S_tuberosum_027,S_tuberosum,Solanaceae,leaf,healthy, PRJNA63145
SRR124127,S_tuberosum_028,S_tuberosum,Solanaceae,seedling,healthy, PRJNA63145
SRR124132,S_tuberosum_029,S_tuberosum,Solanaceae,flower,healthy, PRJNA63145
SRR124138,S_tuberosum_030,S_tuberosum,Solanaceae,leaf,other, PRJNA63145
DRR003148,T_aestivum_001,T_aestivum,Poaceae,root,healthy, PRJDB2496
DRR003149,T_aestivum_001,T_aestivum,Poaceae,root,healthy, PRJDB2496
DRR003150,T_aestivum_001,T_aestivum,Poaceae,root,healthy, PRJDB2496
DRR003151,T_aestivum_002,T_aestivum,Poaceae,root,phosphorus, PRJDB2496
DRR003153,T_aestivum_002,T_aestivum,Poaceae,root,phosphorus, PRJDB2496
DRR003154,T_aestivum_002,T_aestivum,Poaceae,root,phosphorus, PRJDB2496
DRR003152,T_aestivum_003,T_aestivum,Poaceae,stem,phosphorus, PRJDB2496
DRR003158,T_aestivum_003,T_aestivum,Poaceae,stem,phosphorus, PRJDB2496
DRR003159,T_aestivum_003,T_aestivum,Poaceae,stem,phosphorus, PRJDB2496
DRR003155,T_aestivum_004,T_aestivum,Poaceae,stem,healthy, PRJDB2496
DRR003156,T_aestivum_004,T_aestivum,Poaceae,stem,healthy, PRJDB2496
DRR003157,T_aestivum_004,T_aestivum,Poaceae,stem,healthy, PRJDB2496
ERR3668573,T_aestivum_005,T_aestivum,Poaceae,seed,healthy, PRJEB35451
ERR3668574,T_aestivum_005,T_aestivum,Poaceae,seed,healthy, PRJEB35451
ERR3668575,T_aestivum_005,T_aestivum,Poaceae,seed,healthy, PRJEB35451
ERR3668576,T_aestivum_006,T_aestivum,Poaceae,seed,heat, PRJEB35451
ERR3668577,T_aestivum_006,T_aestivum,Poaceae,seed,heat, PRJEB35451
ERR3668578,T_aestivum_006,T_aestivum,Poaceae,seed,heat, PRJEB35451
ERR3668579,T_aestivum_007,T_aestivum,Poaceae,seed,healthy, PRJEB35451
ERR3668580,T_aestivum_007,T_aestivum,Poaceae,seed,healthy, PRJEB35451
ERR3668581,T_aestivum_007,T_aestivum,Poaceae,seed,healthy, PRJEB35451
ERR3668582,T_aestivum_008,T_aestivum,Poaceae,seed,heat, PRJEB35451
ERR3668583,T_aestivum_008,T_aestivum,Poaceae,seed,heat, PRJEB35451
ERR3668584,T_aestivum_008,T_aestivum,Poaceae,seed,heat, PRJEB35451
ERR3668585,T_aestivum_009,T_aestivum,Poaceae,seed,healthy, PRJEB35451
ERR3668586,T_aestivum_009,T_aestivum,Poaceae,seed,healthy, PRJEB35451
ERR3814222,T_aestivum_010,T_aestivum,Poaceae,flower,healthy, PRJEB36244
ERR3814223,T_aestivum_010,T_aestivum,Poaceae,flower,healthy, PRJEB36244
ERR3814224,T_aestivum_010,T_aestivum,Poaceae,flower,healthy, PRJEB36244
ERR3814225,T_aestivum_011,T_aestivum,Poaceae,flower,healthy, PRJEB36244
ERR3814226,T_aestivum_011,T_aestivum,Poaceae,flower,healthy, PRJEB36244
ERR3814227,T_aestivum_011,T_aestivum,Poaceae,flower,healthy, PRJEB36244
ERR392055,T_aestivum_012,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392057,T_aestivum_012,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392061,T_aestivum_012,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392072,T_aestivum_012,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392056,T_aestivum_013,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392058,T_aestivum_013,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392070,T_aestivum_013,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392077,T_aestivum_013,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392059,T_aestivum_014,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392078,T_aestivum_014,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392080,T_aestivum_014,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392081,T_aestivum_014,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392082,T_aestivum_014,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392084,T_aestivum_014,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392060,T_aestivum_015,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392067,T_aestivum_015,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392069,T_aestivum_015,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392071,T_aestivum_015,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392062,T_aestivum_016,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392065,T_aestivum_016,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392066,T_aestivum_016,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392079,T_aestivum_016,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392063,T_aestivum_017,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392074,T_aestivum_017,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392075,T_aestivum_017,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392076,T_aestivum_017,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392064,T_aestivum_018,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392068,T_aestivum_018,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392073,T_aestivum_018,T_aestivum,Poaceae,seed,healthy, PRJEB5135
ERR392083,T_aestivum_018,T_aestivum,Poaceae,seed,healthy, PRJEB5135
SRR1175868,T_aestivum_019,T_aestivum,Poaceae,flower,healthy,NA
SRR1177760,T_aestivum_020,T_aestivum,Poaceae,flower,healthy,NA
SRR1177761,T_aestivum_021,T_aestivum,Poaceae,flower,healthy,NA
SRR1542404,T_aestivum_022,T_aestivum,Poaceae,leaf,healthy, PRJNA257938
SRR1542405,T_aestivum_022,T_aestivum,Poaceae,leaf,healthy, PRJNA257938
SRR1542406,T_aestivum_023,T_aestivum,Poaceae,leaf,drought, PRJNA257938
SRR1542407,T_aestivum_023,T_aestivum,Poaceae,leaf,drought, PRJNA257938
SRR1542408,T_aestivum_024,T_aestivum,Poaceae,leaf,drought, PRJNA257938
SRR1542409,T_aestivum_024,T_aestivum,Poaceae,leaf,drought, PRJNA257938
SRR1542410,T_aestivum_025,T_aestivum,Poaceae,leaf,heat, PRJNA257938
SRR1542411,T_aestivum_025,T_aestivum,Poaceae,leaf,heat, PRJNA257938
SRR1542412,T_aestivum_026,T_aestivum,Poaceae,leaf,heat, PRJNA257938
SRR1542413,T_aestivum_026,T_aestivum,Poaceae,leaf,heat, PRJNA257938
SRR1542414,T_aestivum_027,T_aestivum,Poaceae,leaf,other, PRJNA257938
SRR1542415,T_aestivum_027,T_aestivum,Poaceae,leaf,other, PRJNA257938
SRR1542416,T_aestivum_028,T_aestivum,Poaceae,leaf,other, PRJNA257938
SRR1542417,T_aestivum_028,T_aestivum,Poaceae,leaf,other, PRJNA257938
SRR6802606,T_aestivum_029,T_aestivum,Poaceae,flower,healthy, PRJNA436817
SRR6802612,T_aestivum_029,T_aestivum,Poaceae,flower,healthy, PRJNA436817
SRR6802607,T_aestivum_030,T_aestivum,Poaceae,flower,healthy, PRJNA436817
SRR6802613,T_aestivum_030,T_aestivum,Poaceae,flower,healthy, PRJNA436817
SRR6802608,T_aestivum_031,T_aestivum,Poaceae,stem,healthy, PRJNA436817
SRR6802615,T_aestivum_031,T_aestivum,Poaceae,stem,healthy, PRJNA436817
SRR6802609,T_aestivum_032,T_aestivum,Poaceae,flower,healthy, PRJNA436817
SRR6802610,T_aestivum_032,T_aestivum,Poaceae,flower,healthy, PRJNA436817
SRR6802611,T_aestivum_033,T_aestivum,Poaceae,flower,healthy, PRJNA436817
SRR6802614,T_aestivum_033,T_aestivum,Poaceae,flower,healthy, PRJNA436817
SRR7755529,T_aestivum_034,T_aestivum,Poaceae,root,healthy, PRJNA487923
SRR7755530,T_aestivum_034,T_aestivum,Poaceae,root,healthy, PRJNA487923
SRR7755531,T_aestivum_035,T_aestivum,Poaceae,root,salt, PRJNA487923
SRR7755532,T_aestivum_035,T_aestivum,Poaceae,root,salt, PRJNA487923
SRR5818218,T_aestivum_036,T_aestivum,Poaceae,leaf,healthy,NA
SRR531454,T_cacao_001,T_cacao,Malvaceae,leaf,healthy,NA
SRR531455,T_cacao_002,T_cacao,Malvaceae,leaf,healthy,NA
SRR850732,T_cacao_003,T_cacao,Malvaceae,flower,healthy,NA
SRR850834,T_cacao_004,T_cacao,Malvaceae,fruit,healthy,NA
SRR850922,T_cacao_005,T_cacao,Malvaceae,leaf,healthy,NA
SRR851105,T_cacao_006,T_cacao,Malvaceae,flower,healthy,NA
SRR851125,T_cacao_007,T_cacao,Malvaceae,flower,healthy,NA
SRR851126,T_cacao_008,T_cacao,Malvaceae,flower,healthy,NA
SRR851127,T_cacao_009,T_cacao,Malvaceae,flower,healthy,NA
SRR851128,T_cacao_010,T_cacao,Malvaceae,flower,healthy,NA
SRR851129,T_cacao_011,T_cacao,Malvaceae,flower,healthy,NA
SRR851130,T_cacao_012,T_cacao,Malvaceae,flower,healthy,NA
SRR851131,T_cacao_013,T_cacao,Malvaceae,flower,healthy,NA
SRR851238,T_cacao_014,T_cacao,Malvaceae,flower,healthy,NA
SRR851813,T_cacao_015,T_cacao,Malvaceae,flower,healthy,NA
SRR851814,T_cacao_016,T_cacao,Malvaceae,flower,healthy,NA
SRR851884,T_cacao_017,T_cacao,Malvaceae,leaf,healthy,NA
SRR851885,T_cacao_018,T_cacao,Malvaceae,leaf,healthy,NA
SRR851888,T_cacao_019,T_cacao,Malvaceae,flower,healthy,NA
SRR851908,T_cacao_020,T_cacao,Malvaceae,flower,healthy,NA
SRR7235732,T_cacao_021,T_cacao,Malvaceae,leaf,healthy,NA
SRR7235733,T_cacao_022,T_cacao,Malvaceae,other,healthy,NA
SRR7235734,T_cacao_023,T_cacao,Malvaceae,flower,healthy,NA
SRR747762,T_cacao_024,T_cacao,Malvaceae,other,biotic,NA
SRR747776,T_cacao_024,T_cacao,Malvaceae,other,biotic,NA
SRR747777,T_cacao_024,T_cacao,Malvaceae,other,biotic,NA
SRR747778,T_cacao_024,T_cacao,Malvaceae,other,biotic,NA
SRR747779,T_cacao_024,T_cacao,Malvaceae,other,biotic,NA
SRR747765,T_cacao_025,T_cacao,Malvaceae,other,healthy,NA
SRR747772,T_cacao_025,T_cacao,Malvaceae,other,healthy,NA
SRR747773,T_cacao_025,T_cacao,Malvaceae,other,healthy,NA
SRR747774,T_cacao_025,T_cacao,Malvaceae,other,healthy,NA
SRR747775,T_cacao_025,T_cacao,Malvaceae,other,healthy,NA
SRR7388543,T_cacao_026,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388544,T_cacao_026,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388545,T_cacao_026,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388546,T_cacao_026,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388547,T_cacao_027,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388548,T_cacao_027,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388549,T_cacao_027,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388550,T_cacao_027,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388551,T_cacao_028,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388552,T_cacao_028,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388553,T_cacao_028,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388554,T_cacao_028,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388555,T_cacao_029,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388556,T_cacao_029,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388557,T_cacao_029,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388558,T_cacao_029,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388559,T_cacao_030,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388560,T_cacao_030,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388561,T_cacao_030,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388562,T_cacao_030,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388563,T_cacao_031,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388564,T_cacao_031,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388565,T_cacao_031,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388566,T_cacao_031,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388567,T_cacao_032,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388568,T_cacao_032,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388569,T_cacao_032,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388570,T_cacao_032,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388571,T_cacao_033,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388572,T_cacao_033,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388573,T_cacao_033,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388574,T_cacao_033,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388575,T_cacao_034,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388576,T_cacao_034,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388577,T_cacao_034,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388578,T_cacao_034,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388579,T_cacao_035,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388580,T_cacao_035,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388581,T_cacao_035,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388582,T_cacao_035,T_cacao,Malvaceae,leaf,biotic,NA
SRR7388583,T_cacao_036,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388584,T_cacao_036,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388585,T_cacao_036,T_cacao,Malvaceae,leaf,healthy,NA
SRR7388586,T_cacao_036,T_cacao,Malvaceae,leaf,healthy,NA
